skill_keyword,normalized_skill,kg_display_skill
高速数字电路,高速接口,硬件与芯片
高速数据接口,高速接口,硬件与芯片
高速时钟,高速接口,硬件与芯片
高速版图设计,高速接口,硬件与芯片
高速电路实现,高速接口,硬件与芯片
高速示波器,高速接口,硬件与芯片
高速连接器,高速接口,硬件与芯片
AI,AI,AI
Artificial Intelligence,AI,AI
机器学习,Machine Learning,AI
ML,Machine Learning,AI
深度学习,Machine Learning,AI
Deep Learning,Deep Learning,AI
DL,Deep Learning,AI
自然语言处理,NLP,大模型
Natural Language Processing,NLP,大模型
CV,Computer Vision,计算机视觉与图形
Computer Vision,Computer Vision,计算机视觉与图形
推荐算法,Machine Learning,AI
风控模型,AI算法,AI
风控,AI算法,AI
多模态,Multimodal AI,大模型
多模态AI,Multimodal AI,大模型
大模型,LLM,大模型
大语言模型,LLM,大模型
提示词工程,prompt工程,大模型
Prompt,Prompt,大模型
Prompt Engineering,Prompt Engineering,大模型
检索增强生成,RAG,大模型
Retrieval-Augmented Generation,RAG,大模型
智能体,Agent,Agent
AI Agent,Agent,Agent
Agent,Agent,Agent
智能体开发,Agent,Agent
Agent开发,Agent,Agent
Agentic,Agent,Agent
智能体框架,Agent,Agent
Agentlightning,Agent,Agent
AgentRuntime,Agent,Agent
AgentBench,Agent,Agent
AI原生,AIGC,AI
AI-native,AIGC,AI
AIBot,AI??,AI
AI机器人,AI助手,AI
聊天机器人,AI助手,AI
AIOps,AIOps,系统与运维
Python语言,Python,编程语言
Java语言,Java,编程语言
C++,C/C++,编程语言
C Plus Plus,C/C++,编程语言
C#,编程语言,编程语言
C Sharp,C Sharp,编程语言
Go语言,Go,编程语言
Rust语言,Rust,编程语言
Swift,Swift,编程语言
Swift语言,Swift开发,编程语言
JS,JavaScript,编程语言
层叠样式表,软件开发,软件开发
Angular框架,软件开发,软件开发
Spring,Spring,软件开发
Spring框架,软件开发,软件开发
Django,Django,软件开发
Django框架,软件开发,软件开发
FastAPI,FastAPI,软件开发
Fast API,FastAPI,软件开发
Flask,Flask,软件开发
Flask框架,软件开发,软件开发
NodeJS,Node.js,编程语言
结构化查询语言,数据工程,数据工程
MySQL,MySQL,数据工程
MySQL数据库,数据工程,数据工程
PostgreSQL,PostgreSQL,数据工程
PG数据库,数据工程,数据工程
MongoDB,MongoDB,数据工程
MongoDB数据库,数据工程,数据工程
Redis,Redis,数据工程
Redis缓存,数据工程,数据工程
向量数据库,RAG,大模型
Vector Database,Vector Database,大模型
VectorDB,Vector Database,大模型
HDFS,HDFS,数据工程
分布式文件系统,数据工程,数据工程
Hadoop,Hadoop,数据工程
Hadoop生态,数据工程,数据工程
Spark,Spark,数据工程
Spark计算引擎,数据工程,数据工程
Kafka,Kafka,数据工程
消息队列,数据工程,数据工程
ETL,ETL,数据工程
数据抽取转换加载,数据工程,数据工程
Data Warehouse,Data Warehouse,数据工程
数据仓库,数据工程,数据工程
数据湖,数据工程,数据工程
Data Lake,Data Lake,数据工程
数据治理,数据工程,数据工程
数据质量,数据工程,数据工程
数据分析,数据工程,数据工程
数据挖掘,Machine Learning,AI
数据可视化,数据工程,数据工程
可视化,数据工程,数据工程
数据建模,数据工程,数据工程
数据科学,数据工程,数据工程
Data Science,Data Science,数据工程
AWS,AWS,云计算
亚马逊云,云计算,云计算
Azure,Azure,云计算
微软云,云计算,云计算
GCP,GCP,云计算
谷歌云,云计算,云计算
容器,Docker,系统与运维
Kubernetes,Kubernetes,云计算
K8s,云计算,云计算
Terraform,Terraform,系统与运维
基础设施即代码,自动化运维,系统与运维
统一计算设备架构,CUDA,硬件与芯片
CUDA/NPU,CUDA,硬件与芯片
GPU/NPU编程,CUDA,硬件与芯片
CUDA/Triton,CUDA,硬件与芯片
GPU推理服务,CUDA,硬件与芯片
PyTorch,PyTorch,AI
PyTorch框架,AI框架,AI
TensorFlow,TensorFlow,AI
TensorFlow框架,AI框架,AI
嵌入向量,Embedding,大模型
分布式训练,模型训练,大模型
Distributed Training,Distributed Training,大模型
分布式推理,模型推理,大模型
Distributed Inference,Distributed Inference,大模型
模型部署,模型服务化,大模型
模型微调,模型微调,大模型
微调,模型微调,大模型
量化,模型压缩,大模型
CI/CD,CI/CD,软件工程
持续集成/持续交付,研发效能,软件工程
Jenkins,Jenkins,软件工程
持续集成工具,研发效能,软件工程
Ansible,Ansible,系统与运维
Prometheus,Prometheus,系统与运维
监控工具,自动化运维,系统与运维
Linux,Linux,系统与运维
Linux操作系统,系统开发,系统与运维
ARM,ARM,硬件与芯片
ARM架构,计算机体系结构,硬件与芯片
Web开发,软件开发,软件开发
REST API,REST API,系统与运维
RESTful接口,系统开发,系统与运维
微服务,系统开发,系统与运维
Microservices,Microservices,系统与运维
分布式系统,系统开发,系统与运维
分布式,系统开发,系统与运维
CPU/GPU,CPU/GPU,硬件与芯片
处理器/图形处理器,计算机体系结构,硬件与芯片
CTR/CVR,CTR/CVR,软件工程
点击率/转化率,归因分析,软件工程
DPDK,DPDK,通信与网络
数据平面开发套件,计算机网络,通信与网络
CXL,CXL,硬件与芯片
计算快速连接,计算机体系结构,硬件与芯片
Automated Testing,Automated Testing,软件测试
自动化测试,软件测试,软件测试
Android,Android,软件开发
安卓,跨平台开发,软件开发
LangChain,LangChain,AI
LangChain框架,AI框架,AI
推理优化,模型推理,大模型
HPC,High Performance Computing,硬件与芯片
High Performance Computing,High Performance Computing,硬件与芯片
并行计算,高性能计算,硬件与芯片
图计算,高性能计算,硬件与芯片
游戏引擎,引擎开发,软件开发
引擎,引擎开发,软件开发
图形渲染,图像图形技术,计算机视觉与图形
渲染,图像图形技术,计算机视觉与图形
图形学,图像图形技术,计算机视觉与图形
TA,TA,游戏与图形
Tech Art,Tech Art,游戏与图形
全栈,软件开发,软件开发
数据中心,IT基础设施,云计算
IDC,IDC,云计算
项目管理,研发效能,软件工程
项目经理,研发效能,软件工程
版本管理,研发效能,软件工程
版本控制,研发效能,软件工程
供应链,协同系统,软件开发
供应链管理,协同系统,软件开发
运营管理,协同系统,软件开发
品牌,协同系统,软件开发
品牌管理,协同系统,软件开发
游戏客户端,游戏与图形开发,游戏与图形
客户端开发,游戏与图形开发,游戏与图形
Gameplay,Gameplay,游戏与图形
游戏服务器,游戏与图形开发,游戏与图形
服务器开发,游戏与图形开发,游戏与图形
后台,游戏与图形开发,游戏与图形
游戏策划,游戏与图形开发,游戏与图形
策划,游戏与图形开发,游戏与图形
系统策划,游戏与图形开发,游戏与图形
关卡策划,游戏与图形开发,游戏与图形
关卡设计,游戏与图形开发,游戏与图形
角色设计,游戏与图形开发,游戏与图形
角色美术,游戏与图形开发,游戏与图形
原画,游戏与图形开发,游戏与图形
场景设计,游戏与图形开发,游戏与图形
场景美术,游戏与图形开发,游戏与图形
场景,游戏与图形开发,游戏与图形
特效设计,图像图形技术,计算机视觉与图形
VFX,VFX,计算机视觉与图形
动画设计,动画技术,计算机视觉与图形
动作,动画技术,计算机视觉与图形
UI设计,交互技术,交互体验
用户界面,交互技术,交互体验
界面设计,交互技术,交互体验
UX设计,交互技术,交互体验
用户体验,交互技术,交互体验
测试开发,软件测试,软件测试
测试工程,软件测试,软件测试
质量保障,软件测试,软件测试
性能调优,软件工程,软件工程
系统架构,系统开发,系统与运维
架构设计,系统开发,系统与运维
系统设计,系统开发,系统与运维
网络安全,信息安全,安全
信息安保,信息安全,安全
Cloud Native,Cloud Native,云计算
大数据开发,数据工程,数据工程
Big Data,Big Data,数据工程
实时计算,流式计算,数据工程
Flink,Flink,数据工程
数据平台,数据工程,数据工程
数据中台,数据工程,数据工程
商业分析,数据工程,数据工程
商业智能,数据工程,数据工程
BI,BI,数据工程
经营分析,数据工程,数据工程
用户增长,归因分析,软件工程
增长,归因分析,软件工程
UG,归因分析,软件工程
社区运营,协同系统,软件开发
社区,协同系统,软件开发
社群,协同系统,软件开发
内容运营,协同系统,软件开发
内容,协同系统,软件开发
文案,协同系统,软件开发
产品经理,协同系统,软件开发
产品,协同系统,软件开发
产品策划,交互技术,交互体验
产品设计,交互技术,交互体验
渠道运营,协同系统,软件开发
渠道,协同系统,软件开发
推广,协同系统,软件开发
游戏运营,游戏与图形开发,游戏与图形
市场宣发,协同系统,软件开发
市场,协同系统,软件开发
营销,协同系统,软件开发
数据标注,模型训练,大模型
标注,模型训练,大模型
Instruction Tuning,Instruction Tuning,大模型
人类反馈强化学习,模型强化,大模型
RLHF,RLHF,大模型
思维链,上下文工程,大模型
CoT,Chain of Thought,大模型
Chain of Thought,Chain of Thought,大模型
工具调用,Agent,Agent
Tool Calling,Agent,Agent
Function Calling,Agent,Agent
多智能体,Agent,Agent
Multi-Agent,Agent,Agent
多智能体系统,Agent,Agent
知识蒸馏,模型压缩,大模型
Knowledge Distillation,Knowledge Distillation,大模型
XAI,XAI,AI
向量索引,RAG,大模型
Vector Index,Vector Index,大模型
实时数仓,数据工程,数据工程
实时数据仓库,数据工程,数据工程
数据质量监控,数据工程,数据工程
数据监控,数据工程,数据工程
数据资产,数据工程,数据工程
数据资产化,数据工程,数据工程
机器学习平台,LLMOps/MLOps,大模型
ML平台,LLMOps/MLOps,大模型
MLOps,MLOps,大模型
AI平台,AI基础设施,AI
AI中台,AI基础设施,AI
Reinforcement Learning,Reinforcement Learning,AI
迁移学习,Machine Learning,AI
Transfer Learning,Transfer Learning,AI
联邦学习,多方安全计算,安全
Federated Learning,Federated Learning,安全
Meta Learning,Meta Learning,AI
少样本学习,Machine Learning,AI
Few-shot Learning,Few-shot Learning,AI
零样本学习,Machine Learning,AI
Zero-shot Learning,Zero-shot Learning,AI
Graph Database,Graph Database,知识图谱
时序数据库,数据工程,数据工程
Time Series DB,Time Series DB,数据工程
数据管道,数据工程,数据工程
Data Pipeline,Data Pipeline,数据工程
数据血缘,数据工程,数据工程
数据溯源,数据工程,数据工程
数据安全,信息安全,安全
数据保护,信息安全,安全
隐私计算,多方安全计算,安全
隐私保护,多方安全计算,安全
神经网络架构搜索,AI算法,AI
NAS,NAS,AI
神经架构搜索,AI算法,AI
芯片设计,硬件开发,硬件与芯片
IC设计,硬件开发,硬件与芯片
集成电路,硬件开发,硬件与芯片
系统运维,SRE,系统与运维
电气工程,硬件开发,硬件与芯片
电气,硬件开发,硬件与芯片
电力,硬件开发,硬件与芯片
业务拓展,协同系统,软件开发
BD,协同系统,软件开发
商务拓展,协同系统,软件开发
技术支持,IT基础设施,云计算
技术支撑,IT基础设施,云计算
资源管理,协同系统,软件开发
资源调度,协同系统,软件开发
解决方案,系统开发,系统与运维
方案架构,系统开发,系统与运维
概念设计,游戏与图形开发,游戏与图形
概念美术,游戏与图形开发,游戏与图形
大模型ASR,大模型ASR,大模型
大模型偏好数据,大模型偏好数据,大模型
大模型后训练,大模型后训练,大模型
大模型安全,大模型安全,大模型
大模型强化,大模型强化,大模型
大模型微调,大模型微调,大模型
大模型训练,大模型训练,大模型
大模型评测,大模型评测,大模型
大模型调优,大模型调优,大模型
大模型预训练,大模型预训练,大模型
