month,month_index,standard_job,standard_category,skill,kg_display_skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,skill_trend_type,skill_stage,job_demand_trend_type
2025-01,2,安全工程师,安全,iOS,软件开发,2,1,0.5000,3,1,0.3333,持续下降,traditional,先上升后下降
2025-02,3,安全工程师,安全,iOS,软件开发,0,0,0.0000,3,1,0.3333,持续下降,traditional,先上升后下降
2025-03,4,安全工程师,安全,iOS,软件开发,1,0,0.0000,4,1,0.2500,持续下降,traditional,先上升后下降
2025-04,5,安全工程师,安全,iOS,软件开发,0,0,0.0000,4,1,0.2500,持续下降,traditional,先上升后下降
2025-05,6,安全工程师,安全,iOS,软件开发,1,0,0.0000,5,1,0.2000,持续下降,traditional,先上升后下降
2025-06,7,安全工程师,安全,iOS,软件开发,1,0,0.0000,6,1,0.1667,持续下降,traditional,先上升后下降
2025-07,8,安全工程师,安全,iOS,软件开发,1,0,0.0000,7,1,0.1429,持续下降,traditional,先上升后下降
2025-08,9,安全工程师,安全,iOS,软件开发,2,1,0.5000,9,2,0.2222,持续下降,traditional,先上升后下降
2025-09,10,安全工程师,安全,iOS,软件开发,2,0,0.0000,11,2,0.1818,持续下降,traditional,先上升后下降
2025-10,11,安全工程师,安全,iOS,软件开发,2,0,0.0000,13,2,0.1538,持续下降,traditional,先上升后下降
2025-11,12,安全工程师,安全,iOS,软件开发,2,0,0.0000,15,2,0.1333,持续下降,traditional,先上升后下降
2025-12,13,安全工程师,安全,iOS,软件开发,2,1,0.5000,17,3,0.1765,持续下降,traditional,先上升后下降
2026-01,14,安全工程师,安全,iOS,软件开发,2,0,0.0000,19,3,0.1579,持续下降,traditional,先上升后下降
2026-02,15,安全工程师,安全,iOS,软件开发,2,1,0.5000,21,4,0.1905,持续下降,traditional,先上升后下降
2026-03,16,安全工程师,安全,iOS,软件开发,1,0,0.0000,22,4,0.1818,持续下降,traditional,先上升后下降
2026-04,17,安全工程师,安全,iOS,软件开发,1,0,0.0000,23,4,0.1739,持续下降,traditional,先上升后下降
2026-05,18,安全工程师,安全,iOS,软件开发,1,0,0.0000,24,4,0.1667,持续下降,traditional,先上升后下降
2026-06,19,安全工程师,安全,iOS,软件开发,2,2,1.0000,26,6,0.2308,持续下降,traditional,先上升后下降
2026-07,20,安全工程师,安全,iOS,软件开发,2,0,0.0000,28,6,0.2143,持续下降,traditional,先上升后下降
2024-12,1,安全工程师,安全,内存管理,软件工程,1,0,0.0000,1,0,0.0000,稳定型,traditional,先上升后下降
2025-01,2,安全工程师,安全,内存管理,软件工程,2,0,0.0000,3,0,0.0000,稳定型,traditional,先上升后下降
2025-02,3,安全工程师,安全,内存管理,软件工程,0,0,0.0000,3,0,0.0000,稳定型,traditional,先上升后下降
2025-03,4,安全工程师,安全,内存管理,软件工程,1,0,0.0000,4,0,0.0000,稳定型,traditional,先上升后下降
2025-04,5,安全工程师,安全,内存管理,软件工程,0,0,0.0000,4,0,0.0000,稳定型,traditional,先上升后下降
2025-05,6,安全工程师,安全,内存管理,软件工程,1,0,0.0000,5,0,0.0000,稳定型,traditional,先上升后下降
2025-06,7,安全工程师,安全,内存管理,软件工程,1,0,0.0000,6,0,0.0000,稳定型,traditional,先上升后下降
2025-07,8,安全工程师,安全,内存管理,软件工程,1,0,0.0000,7,0,0.0000,稳定型,traditional,先上升后下降
2025-08,9,安全工程师,安全,内存管理,软件工程,2,0,0.0000,9,0,0.0000,稳定型,traditional,先上升后下降
2025-09,10,安全工程师,安全,内存管理,软件工程,2,1,0.5000,11,1,0.0909,稳定型,traditional,先上升后下降
2025-10,11,安全工程师,安全,内存管理,软件工程,2,0,0.0000,13,1,0.0769,稳定型,traditional,先上升后下降
2025-11,12,安全工程师,安全,内存管理,软件工程,2,0,0.0000,15,1,0.0667,稳定型,traditional,先上升后下降
2025-12,13,安全工程师,安全,内存管理,软件工程,2,0,0.0000,17,1,0.0588,稳定型,traditional,先上升后下降
2026-01,14,安全工程师,安全,内存管理,软件工程,2,0,0.0000,19,1,0.0526,稳定型,traditional,先上升后下降
2026-02,15,安全工程师,安全,内存管理,软件工程,2,1,0.5000,21,2,0.0952,稳定型,traditional,先上升后下降
2026-03,16,安全工程师,安全,内存管理,软件工程,1,0,0.0000,22,2,0.0909,稳定型,traditional,先上升后下降
2026-04,17,安全工程师,安全,内存管理,软件工程,1,1,1.0000,23,3,0.1304,稳定型,traditional,先上升后下降
2026-05,18,安全工程师,安全,内存管理,软件工程,1,0,0.0000,24,3,0.1250,稳定型,traditional,先上升后下降
2026-06,19,安全工程师,安全,内存管理,软件工程,2,0,0.0000,26,3,0.1154,稳定型,traditional,先上升后下降
2026-07,20,安全工程师,安全,内存管理,软件工程,2,0,0.0000,28,3,0.1071,稳定型,traditional,先上升后下降
2024-12,1,安全工程师,安全,分布式系统,软件工程,1,0,0.0000,1,0,0.0000,先上升后稳定,traditional,先上升后下降
2025-01,2,安全工程师,安全,分布式系统,软件工程,2,0,0.0000,3,0,0.0000,先上升后稳定,traditional,先上升后下降
2025-02,3,安全工程师,安全,分布式系统,软件工程,0,0,0.0000,3,0,0.0000,先上升后稳定,traditional,先上升后下降
2025-03,4,安全工程师,安全,分布式系统,软件工程,1,0,0.0000,4,0,0.0000,先上升后稳定,traditional,先上升后下降
2025-04,5,安全工程师,安全,分布式系统,软件工程,0,0,0.0000,4,0,0.0000,先上升后稳定,traditional,先上升后下降
2025-05,6,安全工程师,安全,分布式系统,软件工程,1,0,0.0000,5,0,0.0000,先上升后稳定,traditional,先上升后下降
2025-06,7,安全工程师,安全,分布式系统,软件工程,1,0,0.0000,6,0,0.0000,先上升后稳定,traditional,先上升后下降
2025-07,8,安全工程师,安全,分布式系统,软件工程,1,1,1.0000,7,1,0.1429,先上升后稳定,traditional,先上升后下降
2025-08,9,安全工程师,安全,分布式系统,软件工程,2,0,0.0000,9,1,0.1111,先上升后稳定,traditional,先上升后下降
2025-09,10,安全工程师,安全,分布式系统,软件工程,2,0,0.0000,11,1,0.0909,先上升后稳定,traditional,先上升后下降
2025-10,11,安全工程师,安全,分布式系统,软件工程,2,0,0.0000,13,1,0.0769,先上升后稳定,traditional,先上升后下降
2025-11,12,安全工程师,安全,分布式系统,软件工程,2,0,0.0000,15,1,0.0667,先上升后稳定,traditional,先上升后下降
2025-12,13,安全工程师,安全,分布式系统,软件工程,2,1,0.5000,17,2,0.1176,先上升后稳定,traditional,先上升后下降
2026-01,14,安全工程师,安全,分布式系统,软件工程,2,0,0.0000,19,2,0.1053,先上升后稳定,traditional,先上升后下降
2026-02,15,安全工程师,安全,分布式系统,软件工程,2,1,0.5000,21,3,0.1429,先上升后稳定,traditional,先上升后下降
2026-03,16,安全工程师,安全,分布式系统,软件工程,1,0,0.0000,22,3,0.1364,先上升后稳定,traditional,先上升后下降
2026-04,17,安全工程师,安全,分布式系统,软件工程,1,0,0.0000,23,3,0.1304,先上升后稳定,traditional,先上升后下降
2026-05,18,安全工程师,安全,分布式系统,软件工程,1,0,0.0000,24,3,0.1250,先上升后稳定,traditional,先上升后下降
2026-06,19,安全工程师,安全,分布式系统,软件工程,2,0,0.0000,26,3,0.1154,先上升后稳定,traditional,先上升后下降
2026-07,20,安全工程师,安全,分布式系统,软件工程,2,1,0.5000,28,4,0.1429,先上升后稳定,traditional,先上升后下降
2024-12,1,安全工程师,安全,研发效能,软件工程,1,0,0.0000,1,0,0.0000,先上升后下降,traditional,先上升后下降
2025-01,2,安全工程师,安全,研发效能,软件工程,2,0,0.0000,3,0,0.0000,先上升后下降,traditional,先上升后下降
2025-02,3,安全工程师,安全,研发效能,软件工程,0,0,0.0000,3,0,0.0000,先上升后下降,traditional,先上升后下降
2025-03,4,安全工程师,安全,研发效能,软件工程,1,0,0.0000,4,0,0.0000,先上升后下降,traditional,先上升后下降
2025-04,5,安全工程师,安全,研发效能,软件工程,0,0,0.0000,4,0,0.0000,先上升后下降,traditional,先上升后下降
2025-05,6,安全工程师,安全,研发效能,软件工程,1,0,0.0000,5,0,0.0000,先上升后下降,traditional,先上升后下降
2025-06,7,安全工程师,安全,研发效能,软件工程,1,1,1.0000,6,1,0.1667,先上升后下降,traditional,先上升后下降
2025-07,8,安全工程师,安全,研发效能,软件工程,1,1,1.0000,7,2,0.2857,先上升后下降,traditional,先上升后下降
2025-08,9,安全工程师,安全,研发效能,软件工程,2,0,0.0000,9,2,0.2222,先上升后下降,traditional,先上升后下降
2025-09,10,安全工程师,安全,研发效能,软件工程,2,0,0.0000,11,2,0.1818,先上升后下降,traditional,先上升后下降
2025-10,11,安全工程师,安全,研发效能,软件工程,2,0,0.0000,13,2,0.1538,先上升后下降,traditional,先上升后下降
2025-11,12,安全工程师,安全,研发效能,软件工程,2,0,0.0000,15,2,0.1333,先上升后下降,traditional,先上升后下降
2025-12,13,安全工程师,安全,研发效能,软件工程,2,0,0.0000,17,2,0.1176,先上升后下降,traditional,先上升后下降
2026-01,14,安全工程师,安全,研发效能,软件工程,2,0,0.0000,19,2,0.1053,先上升后下降,traditional,先上升后下降
2026-02,15,安全工程师,安全,研发效能,软件工程,2,1,0.5000,21,3,0.1429,先上升后下降,traditional,先上升后下降
2026-03,16,安全工程师,安全,研发效能,软件工程,1,0,0.0000,22,3,0.1364,先上升后下降,traditional,先上升后下降
2026-04,17,安全工程师,安全,研发效能,软件工程,1,0,0.0000,23,3,0.1304,先上升后下降,traditional,先上升后下降
2026-05,18,安全工程师,安全,研发效能,软件工程,1,0,0.0000,24,3,0.1250,先上升后下降,traditional,先上升后下降
2026-06,19,安全工程师,安全,研发效能,软件工程,2,1,0.5000,26,4,0.1538,先上升后下降,traditional,先上升后下降
2026-07,20,安全工程师,安全,研发效能,软件工程,2,1,0.5000,28,5,0.1786,先上升后下降,traditional,先上升后下降
2024-12,1,安全工程师,安全,算法工程,算法与数学,1,0,0.0000,1,0,0.0000,稳定型,traditional,先上升后下降
2025-01,2,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,3,0,0.0000,稳定型,traditional,先上升后下降
2025-02,3,安全工程师,安全,算法工程,算法与数学,0,0,0.0000,3,0,0.0000,稳定型,traditional,先上升后下降
2025-03,4,安全工程师,安全,算法工程,算法与数学,1,0,0.0000,4,0,0.0000,稳定型,traditional,先上升后下降
2025-04,5,安全工程师,安全,算法工程,算法与数学,0,0,0.0000,4,0,0.0000,稳定型,traditional,先上升后下降
2025-05,6,安全工程师,安全,算法工程,算法与数学,1,0,0.0000,5,0,0.0000,稳定型,traditional,先上升后下降
2025-06,7,安全工程师,安全,算法工程,算法与数学,1,0,0.0000,6,0,0.0000,稳定型,traditional,先上升后下降
2025-07,8,安全工程师,安全,算法工程,算法与数学,1,0,0.0000,7,0,0.0000,稳定型,traditional,先上升后下降
2025-08,9,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,9,0,0.0000,稳定型,traditional,先上升后下降
2025-09,10,安全工程师,安全,算法工程,算法与数学,2,1,0.5000,11,1,0.0909,稳定型,traditional,先上升后下降
2025-10,11,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,13,1,0.0769,稳定型,traditional,先上升后下降
2025-11,12,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,15,1,0.0667,稳定型,traditional,先上升后下降
2025-12,13,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,17,1,0.0588,稳定型,traditional,先上升后下降
2026-01,14,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,19,1,0.0526,稳定型,traditional,先上升后下降
2026-02,15,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,21,1,0.0476,稳定型,traditional,先上升后下降
2026-03,16,安全工程师,安全,算法工程,算法与数学,1,0,0.0000,22,1,0.0455,稳定型,traditional,先上升后下降
2026-04,17,安全工程师,安全,算法工程,算法与数学,1,1,1.0000,23,2,0.0870,稳定型,traditional,先上升后下降
2026-05,18,安全工程师,安全,算法工程,算法与数学,1,0,0.0000,24,2,0.0833,稳定型,traditional,先上升后下降
2026-06,19,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,26,2,0.0769,稳定型,traditional,先上升后下降
2026-07,20,安全工程师,安全,算法工程,算法与数学,2,0,0.0000,28,2,0.0714,稳定型,traditional,先上升后下降
2024-12,1,安全工程师,安全,网络协议,系统与运维,1,1,1.0000,1,1,1.0000,间歇出现,traditional,先上升后下降
2025-01,2,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,3,1,0.3333,间歇出现,traditional,先上升后下降
2025-02,3,安全工程师,安全,网络协议,系统与运维,0,0,0.0000,3,1,0.3333,间歇出现,traditional,先上升后下降
2025-03,4,安全工程师,安全,网络协议,系统与运维,1,0,0.0000,4,1,0.2500,间歇出现,traditional,先上升后下降
2025-04,5,安全工程师,安全,网络协议,系统与运维,0,0,0.0000,4,1,0.2500,间歇出现,traditional,先上升后下降
2025-05,6,安全工程师,安全,网络协议,系统与运维,1,0,0.0000,5,1,0.2000,间歇出现,traditional,先上升后下降
2025-06,7,安全工程师,安全,网络协议,系统与运维,1,0,0.0000,6,1,0.1667,间歇出现,traditional,先上升后下降
2025-07,8,安全工程师,安全,网络协议,系统与运维,1,0,0.0000,7,1,0.1429,间歇出现,traditional,先上升后下降
2025-08,9,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,9,1,0.1111,间歇出现,traditional,先上升后下降
2025-09,10,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,11,1,0.0909,间歇出现,traditional,先上升后下降
2025-10,11,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,13,1,0.0769,间歇出现,traditional,先上升后下降
2025-11,12,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,15,1,0.0667,间歇出现,traditional,先上升后下降
2025-12,13,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,17,1,0.0588,间歇出现,traditional,先上升后下降
2026-01,14,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,19,1,0.0526,间歇出现,traditional,先上升后下降
2026-02,15,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,21,1,0.0476,间歇出现,traditional,先上升后下降
2026-03,16,安全工程师,安全,网络协议,系统与运维,1,0,0.0000,22,1,0.0455,间歇出现,traditional,先上升后下降
2026-04,17,安全工程师,安全,网络协议,系统与运维,1,0,0.0000,23,1,0.0435,间歇出现,traditional,先上升后下降
2026-05,18,安全工程师,安全,网络协议,系统与运维,1,0,0.0000,24,1,0.0417,间歇出现,traditional,先上升后下降
2026-06,19,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,26,1,0.0385,间歇出现,traditional,先上升后下降
2026-07,20,安全工程师,安全,网络协议,系统与运维,2,0,0.0000,28,1,0.0357,间歇出现,traditional,先上升后下降
2024-12,1,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,1,0,0.0000,稳定型,traditional,先上升后下降
2025-01,2,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,3,0,0.0000,稳定型,traditional,先上升后下降
2025-02,3,安全工程师,安全,自动化测试,软件开发,0,0,0.0000,3,0,0.0000,稳定型,traditional,先上升后下降
2025-03,4,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,4,0,0.0000,稳定型,traditional,先上升后下降
2025-04,5,安全工程师,安全,自动化测试,软件开发,0,0,0.0000,4,0,0.0000,稳定型,traditional,先上升后下降
2025-05,6,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,5,0,0.0000,稳定型,traditional,先上升后下降
2025-06,7,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,6,0,0.0000,稳定型,traditional,先上升后下降
2025-07,8,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,7,0,0.0000,稳定型,traditional,先上升后下降
2025-08,9,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,9,0,0.0000,稳定型,traditional,先上升后下降
2025-09,10,安全工程师,安全,自动化测试,软件开发,2,1,0.5000,11,1,0.0909,稳定型,traditional,先上升后下降
2025-10,11,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,13,1,0.0769,稳定型,traditional,先上升后下降
2025-11,12,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,15,1,0.0667,稳定型,traditional,先上升后下降
2025-12,13,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,17,1,0.0588,稳定型,traditional,先上升后下降
2026-01,14,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,19,1,0.0526,稳定型,traditional,先上升后下降
2026-02,15,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,21,1,0.0476,稳定型,traditional,先上升后下降
2026-03,16,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,22,1,0.0455,稳定型,traditional,先上升后下降
2026-04,17,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,23,1,0.0435,稳定型,traditional,先上升后下降
2026-05,18,安全工程师,安全,自动化测试,软件开发,1,0,0.0000,24,1,0.0417,稳定型,traditional,先上升后下降
2026-06,19,安全工程师,安全,自动化测试,软件开发,2,1,0.5000,26,2,0.0769,稳定型,traditional,先上升后下降
2026-07,20,安全工程师,安全,自动化测试,软件开发,2,0,0.0000,28,2,0.0714,稳定型,traditional,先上升后下降
2024-12,1,网络工程师,基础设施,AIops,系统与运维,1,0,0.0000,1,0,0.0000,后期突增,new,先上升后下降
2025-01,2,网络工程师,基础设施,AIops,系统与运维,2,1,0.5000,3,1,0.3333,后期突增,new,先上升后下降
2025-02,3,网络工程师,基础设施,AIops,系统与运维,0,0,0.0000,3,1,0.3333,后期突增,new,先上升后下降
2025-03,4,网络工程师,基础设施,AIops,系统与运维,1,0,0.0000,4,1,0.2500,后期突增,new,先上升后下降
2025-04,5,网络工程师,基础设施,AIops,系统与运维,1,1,1.0000,5,2,0.4000,后期突增,new,先上升后下降
2025-05,6,网络工程师,基础设施,AIops,系统与运维,0,0,0.0000,5,2,0.4000,后期突增,new,先上升后下降
2025-06,7,网络工程师,基础设施,AIops,系统与运维,1,1,1.0000,6,3,0.5000,后期突增,new,先上升后下降
2025-07,8,网络工程师,基础设施,AIops,系统与运维,0,0,0.0000,6,3,0.5000,后期突增,new,先上升后下降
2025-08,9,网络工程师,基础设施,AIops,系统与运维,2,0,0.0000,8,3,0.3750,后期突增,new,先上升后下降
2025-09,10,网络工程师,基础设施,AIops,系统与运维,2,0,0.0000,10,3,0.3000,后期突增,new,先上升后下降
2025-10,11,网络工程师,基础设施,AIops,系统与运维,2,0,0.0000,12,3,0.2500,后期突增,new,先上升后下降
2025-11,12,网络工程师,基础设施,AIops,系统与运维,2,0,0.0000,14,3,0.2143,后期突增,new,先上升后下降
2025-12,13,网络工程师,基础设施,AIops,系统与运维,3,1,0.3333,17,4,0.2353,后期突增,new,先上升后下降
2026-01,14,网络工程师,基础设施,AIops,系统与运维,2,0,0.0000,19,4,0.2105,后期突增,new,先上升后下降
2026-02,15,网络工程师,基础设施,AIops,系统与运维,0,0,0.0000,19,4,0.2105,后期突增,new,先上升后下降
2026-03,16,网络工程师,基础设施,AIops,系统与运维,1,0,0.0000,20,4,0.2000,后期突增,new,先上升后下降
2026-04,17,网络工程师,基础设施,AIops,系统与运维,0,0,0.0000,20,4,0.2000,后期突增,new,先上升后下降
2026-05,18,网络工程师,基础设施,AIops,系统与运维,1,0,0.0000,21,4,0.1905,后期突增,new,先上升后下降
2026-06,19,网络工程师,基础设施,AIops,系统与运维,2,1,0.5000,23,5,0.2174,后期突增,new,先上升后下降
2026-07,20,网络工程师,基础设施,AIops,系统与运维,2,1,0.5000,25,6,0.2400,后期突增,new,先上升后下降
2024-12,1,网络工程师,基础设施,TCP/IP,系统与运维,1,0,0.0000,1,0,0.0000,先上升后下降,traditional,先上升后下降
2025-01,2,网络工程师,基础设施,TCP/IP,系统与运维,2,1,0.5000,3,1,0.3333,先上升后下降,traditional,先上升后下降
2025-02,3,网络工程师,基础设施,TCP/IP,系统与运维,0,0,0.0000,3,1,0.3333,先上升后下降,traditional,先上升后下降
2025-03,4,网络工程师,基础设施,TCP/IP,系统与运维,1,1,1.0000,4,2,0.5000,先上升后下降,traditional,先上升后下降
2025-04,5,网络工程师,基础设施,TCP/IP,系统与运维,1,1,1.0000,5,3,0.6000,先上升后下降,traditional,先上升后下降
2025-05,6,网络工程师,基础设施,TCP/IP,系统与运维,0,0,0.0000,5,3,0.6000,先上升后下降,traditional,先上升后下降
2025-06,7,网络工程师,基础设施,TCP/IP,系统与运维,1,0,0.0000,6,3,0.5000,先上升后下降,traditional,先上升后下降
2025-07,8,网络工程师,基础设施,TCP/IP,系统与运维,0,0,0.0000,6,3,0.5000,先上升后下降,traditional,先上升后下降
2025-08,9,网络工程师,基础设施,TCP/IP,系统与运维,2,2,1.0000,8,5,0.6250,先上升后下降,traditional,先上升后下降
2025-09,10,网络工程师,基础设施,TCP/IP,系统与运维,2,0,0.0000,10,5,0.5000,先上升后下降,traditional,先上升后下降
2025-10,11,网络工程师,基础设施,TCP/IP,系统与运维,2,0,0.0000,12,5,0.4167,先上升后下降,traditional,先上升后下降
2025-11,12,网络工程师,基础设施,TCP/IP,系统与运维,2,1,0.5000,14,6,0.4286,先上升后下降,traditional,先上升后下降
2025-12,13,网络工程师,基础设施,TCP/IP,系统与运维,3,1,0.3333,17,7,0.4118,先上升后下降,traditional,先上升后下降
2026-01,14,网络工程师,基础设施,TCP/IP,系统与运维,2,0,0.0000,19,7,0.3684,先上升后下降,traditional,先上升后下降
2026-02,15,网络工程师,基础设施,TCP/IP,系统与运维,0,0,0.0000,19,7,0.3684,先上升后下降,traditional,先上升后下降
2026-03,16,网络工程师,基础设施,TCP/IP,系统与运维,1,0,0.0000,20,7,0.3500,先上升后下降,traditional,先上升后下降
2026-04,17,网络工程师,基础设施,TCP/IP,系统与运维,0,0,0.0000,20,7,0.3500,先上升后下降,traditional,先上升后下降
2026-05,18,网络工程师,基础设施,TCP/IP,系统与运维,1,0,0.0000,21,7,0.3333,先上升后下降,traditional,先上升后下降
2026-06,19,网络工程师,基础设施,TCP/IP,系统与运维,2,1,0.5000,23,8,0.3478,先上升后下降,traditional,先上升后下降
2026-07,20,网络工程师,基础设施,TCP/IP,系统与运维,2,2,1.0000,25,10,0.4000,先上升后下降,traditional,先上升后下降
2024-12,1,网络工程师,基础设施,网络技术,通信与网络,1,1,1.0000,1,1,1.0000,持续下降,traditional,先上升后下降
2025-01,2,网络工程师,基础设施,网络技术,通信与网络,2,0,0.0000,3,1,0.3333,持续下降,traditional,先上升后下降
2025-02,3,网络工程师,基础设施,网络技术,通信与网络,0,0,0.0000,3,1,0.3333,持续下降,traditional,先上升后下降
2025-03,4,网络工程师,基础设施,网络技术,通信与网络,1,0,0.0000,4,1,0.2500,持续下降,traditional,先上升后下降
2025-04,5,网络工程师,基础设施,网络技术,通信与网络,1,0,0.0000,5,1,0.2000,持续下降,traditional,先上升后下降
2025-05,6,网络工程师,基础设施,网络技术,通信与网络,0,0,0.0000,5,1,0.2000,持续下降,traditional,先上升后下降
2025-06,7,网络工程师,基础设施,网络技术,通信与网络,1,0,0.0000,6,1,0.1667,持续下降,traditional,先上升后下降
2025-07,8,网络工程师,基础设施,网络技术,通信与网络,0,0,0.0000,6,1,0.1667,持续下降,traditional,先上升后下降
2025-08,9,网络工程师,基础设施,网络技术,通信与网络,2,0,0.0000,8,1,0.1250,持续下降,traditional,先上升后下降
2025-09,10,网络工程师,基础设施,网络技术,通信与网络,2,0,0.0000,10,1,0.1000,持续下降,traditional,先上升后下降
2025-10,11,网络工程师,基础设施,网络技术,通信与网络,2,0,0.0000,12,1,0.0833,持续下降,traditional,先上升后下降
2025-11,12,网络工程师,基础设施,网络技术,通信与网络,2,2,1.0000,14,3,0.2143,持续下降,traditional,先上升后下降
2025-12,13,网络工程师,基础设施,网络技术,通信与网络,3,0,0.0000,17,3,0.1765,持续下降,traditional,先上升后下降
2026-01,14,网络工程师,基础设施,网络技术,通信与网络,2,1,0.5000,19,4,0.2105,持续下降,traditional,先上升后下降
2026-02,15,网络工程师,基础设施,网络技术,通信与网络,0,0,0.0000,19,4,0.2105,持续下降,traditional,先上升后下降
2026-03,16,网络工程师,基础设施,网络技术,通信与网络,1,0,0.0000,20,4,0.2000,持续下降,traditional,先上升后下降
2026-04,17,网络工程师,基础设施,网络技术,通信与网络,0,0,0.0000,20,4,0.2000,持续下降,traditional,先上升后下降
2026-05,18,网络工程师,基础设施,网络技术,通信与网络,1,0,0.0000,21,4,0.1905,持续下降,traditional,先上升后下降
2026-06,19,网络工程师,基础设施,网络技术,通信与网络,2,1,0.5000,23,5,0.2174,持续下降,traditional,先上升后下降
2026-07,20,网络工程师,基础设施,网络技术,通信与网络,2,0,0.0000,25,5,0.2000,持续下降,traditional,先上升后下降
2024-12,1,网络工程师,基础设施,Python,编程语言,1,0,0.0000,1,0,0.0000,持续上升,traditional,先上升后下降
2025-01,2,网络工程师,基础设施,Python,编程语言,2,0,0.0000,3,0,0.0000,持续上升,traditional,先上升后下降
2025-02,3,网络工程师,基础设施,Python,编程语言,0,0,0.0000,3,0,0.0000,持续上升,traditional,先上升后下降
2025-03,4,网络工程师,基础设施,Python,编程语言,1,1,1.0000,4,1,0.2500,持续上升,traditional,先上升后下降
2025-04,5,网络工程师,基础设施,Python,编程语言,1,0,0.0000,5,1,0.2000,持续上升,traditional,先上升后下降
2025-05,6,网络工程师,基础设施,Python,编程语言,0,0,0.0000,5,1,0.2000,持续上升,traditional,先上升后下降
2025-06,7,网络工程师,基础设施,Python,编程语言,1,1,1.0000,6,2,0.3333,持续上升,traditional,先上升后下降
2025-07,8,网络工程师,基础设施,Python,编程语言,0,0,0.0000,6,2,0.3333,持续上升,traditional,先上升后下降
2025-08,9,网络工程师,基础设施,Python,编程语言,2,1,0.5000,8,3,0.3750,持续上升,traditional,先上升后下降
2025-09,10,网络工程师,基础设施,Python,编程语言,2,0,0.0000,10,3,0.3000,持续上升,traditional,先上升后下降
2025-10,11,网络工程师,基础设施,Python,编程语言,2,1,0.5000,12,4,0.3333,持续上升,traditional,先上升后下降
2025-11,12,网络工程师,基础设施,Python,编程语言,2,0,0.0000,14,4,0.2857,持续上升,traditional,先上升后下降
2025-12,13,网络工程师,基础设施,Python,编程语言,3,2,0.6667,17,6,0.3529,持续上升,traditional,先上升后下降
2026-01,14,网络工程师,基础设施,Python,编程语言,2,2,1.0000,19,8,0.4211,持续上升,traditional,先上升后下降
2026-02,15,网络工程师,基础设施,Python,编程语言,0,0,0.0000,19,8,0.4211,持续上升,traditional,先上升后下降
2026-03,16,网络工程师,基础设施,Python,编程语言,1,0,0.0000,20,8,0.4000,持续上升,traditional,先上升后下降
2026-04,17,网络工程师,基础设施,Python,编程语言,0,0,0.0000,20,8,0.4000,持续上升,traditional,先上升后下降
2026-05,18,网络工程师,基础设施,Python,编程语言,1,0,0.0000,21,8,0.3810,持续上升,traditional,先上升后下降
2026-06,19,网络工程师,基础设施,Python,编程语言,2,2,1.0000,23,10,0.4348,持续上升,traditional,先上升后下降
2026-07,20,网络工程师,基础设施,Python,编程语言,2,1,0.5000,25,11,0.4400,持续上升,traditional,先上升后下降
2024-12,1,网络工程师,基础设施,IT基础设施,云计算,1,0,0.0000,1,0,0.0000,持续下降,traditional,先上升后下降
2025-01,2,网络工程师,基础设施,IT基础设施,云计算,2,2,1.0000,3,2,0.6667,持续下降,traditional,先上升后下降
2025-02,3,网络工程师,基础设施,IT基础设施,云计算,0,0,0.0000,3,2,0.6667,持续下降,traditional,先上升后下降
2025-03,4,网络工程师,基础设施,IT基础设施,云计算,1,1,1.0000,4,3,0.7500,持续下降,traditional,先上升后下降
2025-04,5,网络工程师,基础设施,IT基础设施,云计算,1,0,0.0000,5,3,0.6000,持续下降,traditional,先上升后下降
