standard_job,standard_category,month,month_index,demand_trend_type,planned_jd_count,is_active_month
热设计工程师,硬件,2025-02,3,先上升后稳定,2,yes
热设计工程师,硬件,2025-03,4,先上升后稳定,2,yes
热设计工程师,硬件,2025-04,5,先上升后稳定,0,no
热设计工程师,硬件,2025-05,6,先上升后稳定,1,yes
热设计工程师,硬件,2025-06,7,先上升后稳定,2,yes
热设计工程师,硬件,2025-07,8,先上升后稳定,0,no
热设计工程师,硬件,2025-08,9,先上升后稳定,0,no
热设计工程师,硬件,2025-09,10,先上升后稳定,2,yes
热设计工程师,硬件,2025-10,11,先上升后稳定,2,yes
热设计工程师,硬件,2025-11,12,先上升后稳定,1,yes
热设计工程师,硬件,2025-12,13,先上升后稳定,0,no
热设计工程师,硬件,2026-01,14,先上升后稳定,2,yes
热设计工程师,硬件,2026-02,15,先上升后稳定,0,no
热设计工程师,硬件,2026-03,16,先上升后稳定,0,no
热设计工程师,硬件,2026-04,17,先上升后稳定,2,yes
热设计工程师,硬件,2026-05,18,先上升后稳定,2,yes
热设计工程师,硬件,2026-06,19,先上升后稳定,0,no
热设计工程师,硬件,2026-07,20,先上升后稳定,0,no
硬件工程师,硬件,2024-12,1,稳定波动,2,yes
硬件工程师,硬件,2025-01,2,稳定波动,3,yes
硬件工程师,硬件,2025-02,3,稳定波动,3,yes
硬件工程师,硬件,2025-03,4,稳定波动,2,yes
硬件工程师,硬件,2025-04,5,稳定波动,2,yes
硬件工程师,硬件,2025-05,6,稳定波动,2,yes
硬件工程师,硬件,2025-06,7,稳定波动,1,yes
硬件工程师,硬件,2025-07,8,稳定波动,2,yes
硬件工程师,硬件,2025-08,9,稳定波动,2,yes
硬件工程师,硬件,2025-09,10,稳定波动,3,yes
硬件工程师,硬件,2025-10,11,稳定波动,2,yes
硬件工程师,硬件,2025-11,12,稳定波动,2,yes
硬件工程师,硬件,2025-12,13,稳定波动,1,yes
硬件工程师,硬件,2026-01,14,稳定波动,1,yes
硬件工程师,硬件,2026-02,15,稳定波动,2,yes
硬件工程师,硬件,2026-03,16,稳定波动,3,yes
硬件工程师,硬件,2026-04,17,稳定波动,3,yes
硬件工程师,硬件,2026-05,18,稳定波动,2,yes
硬件工程师,硬件,2026-06,19,稳定波动,2,yes
硬件工程师,硬件,2026-07,20,稳定波动,1,yes
AI产品经理,产品,2024-12,1,先上升后下降,2,yes
AI产品经理,产品,2025-01,2,先上升后下降,1,yes
AI产品经理,产品,2025-02,3,先上升后下降,2,yes
AI产品经理,产品,2025-03,4,先上升后下降,2,yes
AI产品经理,产品,2025-04,5,先上升后下降,1,yes
AI产品经理,产品,2025-05,6,先上升后下降,1,yes
AI产品经理,产品,2025-06,7,先上升后下降,2,yes
AI产品经理,产品,2025-07,8,先上升后下降,2,yes
AI产品经理,产品,2025-08,9,先上升后下降,2,yes
AI产品经理,产品,2025-09,10,先上升后下降,2,yes
AI产品经理,产品,2025-10,11,先上升后下降,2,yes
AI产品经理,产品,2025-11,12,先上升后下降,2,yes
AI产品经理,产品,2025-12,13,先上升后下降,2,yes
AI产品经理,产品,2026-01,14,先上升后下降,2,yes
AI产品经理,产品,2026-02,15,先上升后下降,2,yes
AI产品经理,产品,2026-03,16,先上升后下降,2,yes
AI产品经理,产品,2026-04,17,先上升后下降,1,yes
AI产品经理,产品,2026-05,18,先上升后下降,1,yes
AI产品经理,产品,2026-06,19,先上升后下降,1,yes
AI产品经理,产品,2026-07,20,先上升后下降,2,yes
